puma12,county,county_name,County_Subdivision_Name,Place_Name,Total_pop_2010_census
2905,6029,Kern CA,Arvin-Lamont CCD, ,1501
2905,6029,Kern CA,Bakersfield CCD,"Bakersfield city, CA",186
2905,6029,Kern CA,Bakersfield CCD,"Oildale CDP, CA",32684
2905,6029,Kern CA,Bakersfield CCD, ,1169
2905,6029,Kern CA,East Kern CCD,"Boron CDP, CA",2253
2905,6029,Kern CA,East Kern CCD,"California City city, CA",14120
2905,6029,Kern CA,East Kern CCD,"China Lake Acres CDP, CA",1876
2905,6029,Kern CA,East Kern CCD,"Edwards AFB CDP, CA",2063
2905,6029,Kern CA,East Kern CCD,"Inyokern CDP, CA",1099
2905,6029,Kern CA,East Kern CCD,"Johannesburg CDP, CA",172
2905,6029,Kern CA,East Kern CCD,"Mojave CDP, CA",4185
2905,6029,Kern CA,East Kern CCD,"North Edwards CDP, CA",1058
2905,6029,Kern CA,East Kern CCD,"Randsburg CDP, CA",69
2905,6029,Kern CA,East Kern CCD,"Ridgecrest city, CA",27616
2905,6029,Kern CA,East Kern CCD,"Rosamond CDP, CA",18150
2905,6029,Kern CA,East Kern CCD, ,5987
2905,6029,Kern CA,Lake Isabella CCD,"Bodfish CDP, CA",1956
2905,6029,Kern CA,Lake Isabella CCD,"Kernville CDP, CA",1395
2905,6029,Kern CA,Lake Isabella CCD,"Lake Isabella CDP, CA",3466
2905,6029,Kern CA,Lake Isabella CCD,"Mountain Mesa CDP, CA",777
2905,6029,Kern CA,Lake Isabella CCD,"Onyx CDP, CA",475
2905,6029,Kern CA,Lake Isabella CCD,"Squirrel Mountain Valley CDP, CA",547
2905,6029,Kern CA,Lake Isabella CCD,"Weldon CDP, CA",2642
2905,6029,Kern CA,Lake Isabella CCD,"Wofford Heights CDP, CA",2200
2905,6029,Kern CA,Lake Isabella CCD, ,2776
2905,6029,Kern CA,Tehachapi CCD,"Arvin city, CA",0
2905,6029,Kern CA,Tehachapi CCD,"Bear Valley Springs CDP, CA",5172
2905,6029,Kern CA,Tehachapi CCD,"Golden Hills CDP, CA",8656
2905,6029,Kern CA,Tehachapi CCD,"Keene CDP, CA",431
2905,6029,Kern CA,Tehachapi CCD,"Lebec CDP, CA",5
2905,6029,Kern CA,Tehachapi CCD,"Mojave CDP, CA",53
2905,6029,Kern CA,Tehachapi CCD,"Stallion Springs CDP, CA",2488
2905,6029,Kern CA,Tehachapi CCD,"Tehachapi city, CA",14414
2905,6029,Kern CA,Tehachapi CCD, ,5081
3100,6031,Kings CA,Avenal CCD,"Avenal city, CA",15498
3100,6031,Kings CA,Avenal CCD, ,67
3100,6031,Kings CA,Corcoran CCD,"Corcoran city, CA",12695
3100,6031,Kings CA,Corcoran CCD, ,1071
3100,6031,Kings CA,Hanford CCD,"Armona CDP, CA",4156
3100,6031,Kings CA,Hanford CCD,"Grangeville CDP, CA",469
3100,6031,Kings CA,Hanford CCD,"Hanford city, CA",53967
3100,6031,Kings CA,Hanford CCD,"Home Garden CDP, CA",1761
3100,6031,Kings CA,Hanford CCD, ,6857
3100,6031,Kings CA,Hanford Northeast CCD,"Hardwick CDP, CA",138
3100,6031,Kings CA,Hanford Northeast CCD, ,3319
3100,6031,Kings CA,Lemoore CCD,"Lemoore city, CA",24531
3100,6031,Kings CA,Lemoore CCD,"Lemoore Station CDP, CA",7438
3100,6031,Kings CA,Lemoore CCD, ,4381
3100,6031,Kings CA,Stratford CCD,"Avenal city, CA",7
3100,6031,Kings CA,Stratford CCD,"Corcoran city, CA",12118
3100,6031,Kings CA,Stratford CCD,"Kettleman City CDP, CA",1439
3100,6031,Kings CA,Stratford CCD,"Stratford CDP, CA",1277
3100,6031,Kings CA,Stratford CCD, ,1793
3300,6033,Lake CA,Clearlake CCD,"Clearlake city, CA",15250
3300,6033,Lake CA,Clearlake CCD,"Clearlake Oaks CDP, CA",171
3300,6033,Lake CA,Clearlake CCD, ,428
3300,6033,Lake CA,Clearlake Riviera CCD,"Clearlake Riviera CDP, CA",3090
3300,6033,Lake CA,Clearlake Riviera CCD,"Kelseyville CDP, CA",255
3300,6033,Lake CA,Clearlake Riviera CCD,"Soda Bay CDP, CA",1016
3300,6033,Lake CA,Clearlake Riviera CCD, ,1698
3300,6033,Lake CA,Cobb CCD,"Cobb CDP, CA",1778
3300,6033,Lake CA,Cobb CCD, ,2087
3300,6033,Lake CA,Kelseyville CCD,"Kelseyville CDP, CA",3098
3300,6033,Lake CA,Kelseyville CCD, ,2947
3300,6033,Lake CA,Lakeport CCD,"Lakeport city, CA",4753
3300,6033,Lake CA,Lakeport CCD,"North Lakeport CDP, CA",3314
3300,6033,Lake CA,Lakeport CCD, ,1353
3300,6033,Lake CA,Lower Lake CCD,"Hidden Valley Lake CDP, CA",582
3300,6033,Lake CA,Lower Lake CCD,"Lower Lake CDP, CA",1294
3300,6033,Lake CA,Lower Lake CCD, ,1322
3300,6033,Lake CA,Lucerne-Clearlake Oaks CCD,"Clearlake Oaks CDP, CA",2188
3300,6033,Lake CA,Lucerne-Clearlake Oaks CCD,"Lucerne CDP, CA",3067
3300,6033,Lake CA,Lucerne-Clearlake Oaks CCD,"Spring Valley CDP, CA",845
3300,6033,Lake CA,Lucerne-Clearlake Oaks CCD, ,730
3300,6033,Lake CA,Middletown CCD,"Hidden Valley Lake CDP, CA",4997
3300,6033,Lake CA,Middletown CCD,"Middletown CDP, CA",1323
3300,6033,Lake CA,Middletown CCD, ,1255
3300,6033,Lake CA,Upper Lake-Nice CCD,"Nice CDP, CA",2731
3300,6033,Lake CA,Upper Lake-Nice CCD,"Upper Lake CDP, CA",1052
3300,6033,Lake CA,Upper Lake-Nice CCD, ,2041
3300,6045,Mendocino CA,Covelo CCD,"Covelo CDP, CA",1255
3300,6045,Mendocino CA,Covelo CCD, ,1332
3300,6045,Mendocino CA,Fort Bragg CCD,"Cleone CDP, CA",618
3300,6045,Mendocino CA,Fort Bragg CCD,"Fort Bragg city, CA",7273
3300,6045,Mendocino CA,Fort Bragg CCD, ,4287
3300,6045,Mendocino CA,Hopland CCD,"Hopland CDP, CA",756
3300,6045,Mendocino CA,Hopland CCD, ,1326
3300,6045,Mendocino CA,Laytonville-Leggett CCD,"Laytonville CDP, CA",1227
3300,6045,Mendocino CA,Laytonville-Leggett CCD,"Leggett CDP, CA",122
3300,6045,Mendocino CA,Laytonville-Leggett CCD, ,2806
3300,6045,Mendocino CA,Mendocino CCD,"Albion CDP, CA",168
3300,6045,Mendocino CA,Mendocino CCD,"Boonville CDP, CA",1035
3300,6045,Mendocino CA,Mendocino CCD,"Caspar CDP, CA",509
3300,6045,Mendocino CA,Mendocino CCD,"Comptche CDP, CA",159
3300,6045,Mendocino CA,Mendocino CCD,"Little River CDP, CA",117
3300,6045,Mendocino CA,Mendocino CCD,"Mendocino CDP, CA",894
3300,6045,Mendocino CA,Mendocino CCD,"Philo CDP, CA",349
3300,6045,Mendocino CA,Mendocino CCD, ,7378
3300,6045,Mendocino CA,Point Arena CCD,"Anchor Bay CDP, CA",340
3300,6045,Mendocino CA,Point Arena CCD,"Manchester CDP, CA",195
3300,6045,Mendocino CA,Point Arena CCD,"Point Arena city, CA",449
3300,6045,Mendocino CA,Point Arena CCD, ,2931
3300,6045,Mendocino CA,Redwood Valley-Potter Valley CCD,"Calpella CDP, CA",679
3300,6045,Mendocino CA,Redwood Valley-Potter Valley CCD,"Potter Valley CDP, CA",646
3300,6045,Mendocino CA,Redwood Valley-Potter Valley CCD,"Redwood Valley CDP, CA",1729
3300,6045,Mendocino CA,Redwood Valley-Potter Valley CCD, ,8978
3300,6045,Mendocino CA,Ukiah CCD,"Talmage CDP, CA",1130
3300,6045,Mendocino CA,Ukiah CCD,"Ukiah city, CA",16075
3300,6045,Mendocino CA,Ukiah CCD, ,9958
3300,6045,Mendocino CA,Willits CCD,"Brooktrails CDP, CA",3235
3300,6045,Mendocino CA,Willits CCD,"Willits city, CA",4888
3300,6045,Mendocino CA,Willits CCD, ,4997
3701,6037,Los Angeles CA,Newhall CCD,"Castaic CDP, CA",19015
3701,6037,Los Angeles CA,Newhall CCD,"Green Valley CDP, CA",1027
3701,6037,Los Angeles CA,Newhall CCD,"Hasley Canyon CDP, CA",1137
3701,6037,Los Angeles CA,Newhall CCD,"Leona Valley CDP, CA",25
3701,6037,Los Angeles CA,Newhall CCD,"Santa Clarita city, CA",8890
3701,6037,Los Angeles CA,Newhall CCD,"Stevenson Ranch CDP, CA",17557
3701,6037,Los Angeles CA,Newhall CCD,"Val Verde CDP, CA",2468
3701,6037,Los Angeles CA,Newhall CCD, ,23833
3701,6037,Los Angeles CA,North Antelope Valley CCD,"Elizabeth Lake CDP, CA",1756
3701,6037,Los Angeles CA,North Antelope Valley CCD,"Lake Hughes CDP, CA",649
3701,6037,Los Angeles CA,North Antelope Valley CCD,"Lake Los Angeles CDP, CA",12328
3701,6037,Los Angeles CA,North Antelope Valley CCD,"Lancaster city, CA",3874
3701,6037,Los Angeles CA,North Antelope Valley CCD,"Leona Valley CDP, CA",1447
3701,6037,Los Angeles CA,North Antelope Valley CCD,"Palmdale city, CA",2149
3701,6037,Los Angeles CA,North Antelope Valley CCD, ,4855
3701,6037,Los Angeles CA,San Fernando Valley CCD,"Los Angeles city, CA",0
3701,6037,Los Angeles CA,San Fernando Valley CCD,"Santa Clarita city, CA",6
3701,6037,Los Angeles CA,San Fernando Valley CCD, ,1986
3701,6037,Los Angeles CA,South Antelope Valley CCD,"Acton CDP, CA",7582
3701,6037,Los Angeles CA,South Antelope Valley CCD,"Agua Dulce CDP, CA",3342
3701,6037,Los Angeles CA,South Antelope Valley CCD,"Azusa city, CA",113
3701,6037,Los Angeles CA,South Antelope Valley CCD,"Littlerock CDP, CA",1377
3701,6037,Los Angeles CA,South Antelope Valley CCD,"Palmdale city, CA",39
3701,6037,Los Angeles CA,South Antelope Valley CCD,"Santa Clarita city, CA",5809
3701,6037,Los Angeles CA,South Antelope Valley CCD,"Sun Village CDP, CA",11383
3701,6037,Los Angeles CA,South Antelope Valley CCD, ,7154
3702,6037,Los Angeles CA,Newhall CCD,"Santa Clarita city, CA",154652
3702,6037,Los Angeles CA,Newhall CCD, ,25726
3702,6037,Los Angeles CA,South Antelope Valley CCD,"Santa Clarita city, CA",6963
3702,6037,Los Angeles CA,South Antelope Valley CCD, ,761
3703,6037,Los Angeles CA,North Antelope Valley CCD,"Lancaster city, CA",150999
3703,6037,Los Angeles CA,North Antelope Valley CCD,"Quartz Hill CDP, CA",8014
3703,6037,Los Angeles CA,North Antelope Valley CCD, ,4619
3704,6037,Los Angeles CA,North Antelope Valley CCD,"Palmdale city, CA",0
3704,6037,Los Angeles CA,South Antelope Valley CCD,"Acton CDP, CA",14
3704,6037,Los Angeles CA,South Antelope Valley CCD,"Desert View Highlands CDP, CA",2360
3704,6037,Los Angeles CA,South Antelope Valley CCD,"Lancaster city, CA",1760
3704,6037,Los Angeles CA,South Antelope Valley CCD,"Leona Valley CDP, CA",135
3704,6037,Los Angeles CA,South Antelope Valley CCD,"Palmdale city, CA",150562
3704,6037,Los Angeles CA,South Antelope Valley CCD,"Quartz Hill CDP, CA",2898
3704,6037,Los Angeles CA,South Antelope Valley CCD,"Sun Village CDP, CA",182
3704,6037,Los Angeles CA,South Antelope Valley CCD, ,6357
3705,6037,Los Angeles CA,San Fernando Valley CCD,"Los Angeles city, CA",165328
3705,6037,Los Angeles CA,San Fernando Valley CCD, ,1604
3706,6037,Los Angeles CA,San Fernando Valley CCD,"Los Angeles city, CA",136414
3706,6037,Los Angeles CA,San Fernando Valley CCD, ,0
3707,6037,Los Angeles CA,San Fernando Valley CCD,"Los Angeles city, CA",126310
3707,6037,Los Angeles CA,San Fernando Valley CCD,"San Fernando city, CA",23645
3707,6037,Los Angeles CA,San Fernando Valley CCD, ,1012
3708,6037,Los Angeles CA,San Fernando Valley CCD,"Los Angeles city, CA",136829
3708,6037,Los Angeles CA,San Fernando Valley CCD, ,4
3709,6037,Los Angeles CA,Pasadena CCD,"Altadena CDP, CA",42039
3709,6037,Los Angeles CA,Pasadena CCD,"La Cañada Flintridge city, CA",20246
3709,6037,Los Angeles CA,Pasadena CCD,"La Crescenta-Montrose CDP, CA",19653
3709,6037,Los Angeles CA,Pasadena CCD,"Pasadena city, CA",4755
3709,6037,Los Angeles CA,Pasadena CCD, ,1291
3709,6037,Los Angeles CA,San Fernando Valley CCD,"Glendale city, CA",923
3709,6037,Los Angeles CA,South Antelope Valley CCD,"Glendale city, CA",6
3709,6037,Los Angeles CA,South Antelope Valley CCD,"Monrovia city, CA",4
3709,6037,Los Angeles CA,South Antelope Valley CCD, ,113
3709,6037,Los Angeles CA,Upper San Gabriel Valley CCD,"Monrovia city, CA",10255
3709,6037,Los Angeles CA,Upper San Gabriel Valley CCD,"Sierra Madre city, CA",10917
3710,6037,Los Angeles CA,East San Gabriel Valley CCD,"Azusa city, CA",46248
3710,6037,Los Angeles CA,East San Gabriel Valley CCD,"Baldwin Park city, CA",64382
3710,6037,Los Angeles CA,East San Gabriel Valley CCD,"Citrus CDP, CA",10526
3710,6037,Los Angeles CA,East San Gabriel Valley CCD,"Glendora city, CA",841
3710,6037,Los Angeles CA,East San Gabriel Valley CCD,"Irwindale city, CA",1422
3710,6037,Los Angeles CA,East San Gabriel Valley CCD,"Vincent CDP, CA",3098
3710,6037,Los Angeles CA,East San Gabriel Valley CCD, ,2045
3710,6037,Los Angeles CA,South Antelope Valley CCD,"Duarte city, CA",0
3710,6037,Los Angeles CA,Upper San Gabriel Valley CCD,"Arcadia city, CA",386
3710,6037,Los Angeles CA,Upper San Gabriel Valley CCD,"Bradbury city, CA",1048
3710,6037,Los Angeles CA,Upper San Gabriel Valley CCD,"Duarte city, CA",21321
3710,6037,Los Angeles CA,Upper San Gabriel Valley CCD,"Mayflower Village CDP, CA",5515
3710,6037,Los Angeles CA,Upper San Gabriel Valley CCD,"Monrovia city, CA",10184
3710,6037,Los Angeles CA,Upper San Gabriel Valley CCD,"South Monrovia Island CDP, CA",6777
3710,6037,Los Angeles CA,Upper San Gabriel Valley CCD, ,244
3711,6037,Los Angeles CA,East San Gabriel Valley CCD,"Charter Oak CDP, CA",8253
3711,6037,Los Angeles CA,East San Gabriel Valley CCD,"Citrus CDP, CA",340
3711,6037,Los Angeles CA,East San Gabriel Valley CCD,"Claremont city, CA",34926
3711,6037,Los Angeles CA,East San Gabriel Valley CCD,"Covina city, CA",3216
3711,6037,Los Angeles CA,East San Gabriel Valley CCD,"Glendora city, CA",49227
3711,6037,Los Angeles CA,East San Gabriel Valley CCD,"La Verne city, CA",31057
3711,6037,Los Angeles CA,East San Gabriel Valley CCD,"Pomona city, CA",1295
3711,6037,Los Angeles CA,East San Gabriel Valley CCD,"San Dimas city, CA",31884
3711,6037,Los Angeles CA,East San Gabriel Valley CCD, ,3732
3711,6037,Los Angeles CA,South Antelope Valley CCD,"Glendora city, CA",5
3711,6037,Los Angeles CA,South Antelope Valley CCD,"La Verne city, CA",6
3711,6037,Los Angeles CA,South Antelope Valley CCD,"San Dimas city, CA",0
3711,6037,Los Angeles CA,South Antelope Valley CCD, ,0
3712,6037,Los Angeles CA,East San Gabriel Valley CCD,"Diamond Bar city, CA",0
3712,6037,Los Angeles CA,East San Gabriel Valley CCD,"Pomona city, CA",146689
3712,6037,Los Angeles CA,East San Gabriel Valley CCD, ,206
3713,6037,Los Angeles CA,East San Gabriel Valley CCD,"Charter Oak CDP, CA",1057
3713,6037,Los Angeles CA,East San Gabriel Valley CCD,"Citrus CDP, CA",0
3713,6037,Los Angeles CA,East San Gabriel Valley CCD,"Covina city, CA",42786
3713,6037,Los Angeles CA,East San Gabriel Valley CCD,"Pomona city, CA",536
3713,6037,Los Angeles CA,East San Gabriel Valley CCD,"San Dimas city, CA",1487
3713,6037,Los Angeles CA,East San Gabriel Valley CCD,"South San Jose Hills CDP, CA",1212
3713,6037,Los Angeles CA,East San Gabriel Valley CCD,"Vincent CDP, CA",12002
3713,6037,Los Angeles CA,East San Gabriel Valley CCD,"Walnut city, CA",29172
3713,6037,Los Angeles CA,East San Gabriel Valley CCD,"West Covina city, CA",13611
3713,6037,Los Angeles CA,East San Gabriel Valley CCD, ,7803
3714,6037,Los Angeles CA,East San Gabriel Valley CCD,"Diamond Bar city, CA",55544
3714,6037,Los Angeles CA,East San Gabriel Valley CCD,"Hacienda Heights CDP, CA",8
3714,6037,Los Angeles CA,East San Gabriel Valley CCD,"Industry city, CA",28
3714,6037,Los Angeles CA,East San Gabriel Valley CCD,"La Habra Heights city, CA",275
3714,6037,Los Angeles CA,East San Gabriel Valley CCD,"Pomona city, CA",538
3714,6037,Los Angeles CA,East San Gabriel Valley CCD,"Rowland Heights CDP, CA",48993
3714,6037,Los Angeles CA,East San Gabriel Valley CCD,"South San Jose Hills CDP, CA",161
3714,6037,Los Angeles CA,East San Gabriel Valley CCD, ,41
3714,6037,Los Angeles CA,Whittier CCD,"Hacienda Heights CDP, CA",0
3714,6037,Los Angeles CA,Whittier CCD,"La Habra Heights city, CA",2873
3714,6037,Los Angeles CA,Whittier CCD,"Rowland Heights CDP, CA",0
3714,6037,Los Angeles CA,Whittier CCD, ,667
3715,6037,Los Angeles CA,East San Gabriel Valley CCD,"Baldwin Park city, CA",5205
3715,6037,Los Angeles CA,East San Gabriel Valley CCD,"Covina city, CA",1794
3715,6037,Los Angeles CA,East San Gabriel Valley CCD,"Industry city, CA",0
3715,6037,Los Angeles CA,East San Gabriel Valley CCD,"Irwindale city, CA",0
3715,6037,Los Angeles CA,East San Gabriel Valley CCD,"South San Jose Hills CDP, CA",19178
3715,6037,Los Angeles CA,East San Gabriel Valley CCD,"Valinda CDP, CA",4156
3715,6037,Los Angeles CA,East San Gabriel Valley CCD,"Vincent CDP, CA",822
3715,6037,Los Angeles CA,East San Gabriel Valley CCD,"West Covina city, CA",88956
3715,6037,Los Angeles CA,East San Gabriel Valley CCD, ,0
3716,6037,Los Angeles CA,East San Gabriel Valley CCD,"Avocado Heights CDP, CA",15411
3716,6037,Los Angeles CA,East San Gabriel Valley CCD,"Baldwin Park city, CA",5803
3716,6037,Los Angeles CA,East San Gabriel Valley CCD,"Hacienda Heights CDP, CA",26
3716,6037,Los Angeles CA,East San Gabriel Valley CCD,"Industry city, CA",190
3716,6037,Los Angeles CA,East San Gabriel Valley CCD,"La Puente city, CA",39816
3716,6037,Los Angeles CA,East San Gabriel Valley CCD,"Valinda CDP, CA",18666
3716,6037,Los Angeles CA,East San Gabriel Valley CCD,"West Covina city, CA",3531
3716,6037,Los Angeles CA,East San Gabriel Valley CCD,"West Puente Valley CDP, CA",22636
3716,6037,Los Angeles CA,East San Gabriel Valley CCD, ,1476
3716,6037,Los Angeles CA,Upper San Gabriel Valley CCD,"South El Monte city, CA",1509
3716,6037,Los Angeles CA,Upper San Gabriel Valley CCD, ,1287
3717,6037,Los Angeles CA,Pasadena CCD,"East Pasadena CDP, CA",6144
3717,6037,Los Angeles CA,Pasadena CCD,"East San Gabriel CDP, CA",0
3717,6037,Los Angeles CA,Pasadena CCD,"Pasadena city, CA",18
3717,6037,Los Angeles CA,Pasadena CCD,"San Marino city, CA",13147
3717,6037,Los Angeles CA,Southwest San Gabriel Valley CCD,"East San Gabriel CDP, CA",5943
3717,6037,Los Angeles CA,Southwest San Gabriel Valley CCD,"San Gabriel city, CA",34556
3717,6037,Los Angeles CA,Southwest San Gabriel Valley CCD,"Temple City city, CA",540
3717,6037,Los Angeles CA,Southwest San Gabriel Valley CCD, ,5782
3717,6037,Los Angeles CA,Upper San Gabriel Valley CCD,"Arcadia city, CA",55962
3717,6037,Los Angeles CA,Upper San Gabriel Valley CCD,"East San Gabriel CDP, CA",8931
3717,6037,Los Angeles CA,Upper San Gabriel Valley CCD,"El Monte city, CA",1163
3717,6037,Los Angeles CA,Upper San Gabriel Valley CCD,"Monrovia city, CA",16147
3717,6037,Los Angeles CA,Upper San Gabriel Valley CCD,"North El Monte CDP, CA",3723
3717,6037,Los Angeles CA,Upper San Gabriel Valley CCD,"Temple City city, CA",35018
3717,6037,Los Angeles CA,Upper San Gabriel Valley CCD, ,2024
3718,6037,Los Angeles CA,Pasadena CCD,"Altadena CDP, CA",738
3718,6037,Los Angeles CA,Pasadena CCD,"Pasadena city, CA",132349
3718,6037,Los Angeles CA,Pasadena CCD,"San Pasqual CDP, CA",2041
3718,6037,Los Angeles CA,Pasadena CCD, ,0
3719,6037,Los Angeles CA,San Fernando Valley CCD,"Glendale city, CA",190790
3719,6037,Los Angeles CA,South Antelope Valley CCD,"Glendale city, CA",0
3720,6037,Los Angeles CA,Los Angeles CCD,"Los Angeles city, CA",14298
3720,6037,Los Angeles CA,San Fernando Valley CCD,"Burbank city, CA",103340
3720,6037,Los Angeles CA,San Fernando Valley CCD,"Los Angeles city, CA",505
3721,6037,Los Angeles CA,San Fernando Valley CCD,"Burbank city, CA",0
3721,6037,Los Angeles CA,San Fernando Valley CCD,"Los Angeles city, CA",133453
3722,6037,Los Angeles CA,San Fernando Valley CCD,"Los Angeles city, CA",159310
3723,6037,Los Angeles CA,San Fernando Valley CCD,"Los Angeles city, CA",141253
3724,6037,Los Angeles CA,San Fernando Valley CCD,"Los Angeles city, CA",167320
3725,6037,Los Angeles CA,Los Angeles CCD,"Los Angeles city, CA",0
3725,6037,Los Angeles CA,San Fernando Valley CCD,"Los Angeles city, CA",167687
3725,6037,Los Angeles CA,San Fernando Valley CCD, ,782
3726,6037,Los Angeles CA,Agoura Hills-Malibu CCD,"Agoura Hills city, CA",20330
3726,6037,Los Angeles CA,Agoura Hills-Malibu CCD,"Calabasas city, CA",5686
3726,6037,Los Angeles CA,Agoura Hills-Malibu CCD,"Malibu city, CA",12645
3726,6037,Los Angeles CA,Agoura Hills-Malibu CCD,"Topanga CDP, CA",7927
3726,6037,Los Angeles CA,Agoura Hills-Malibu CCD,"Westlake Village city, CA",8270
3726,6037,Los Angeles CA,Agoura Hills-Malibu CCD, ,8966
3726,6037,Los Angeles CA,Los Angeles CCD,"Los Angeles city, CA",13492
3726,6037,Los Angeles CA,San Fernando Valley CCD,"Calabasas city, CA",17372
3726,6037,Los Angeles CA,San Fernando Valley CCD,"Hidden Hills city, CA",1856
3726,6037,Los Angeles CA,San Fernando Valley CCD,"Los Angeles city, CA",2226
3726,6037,Los Angeles CA,San Fernando Valley CCD,"Topanga CDP, CA",362
3726,6037,Los Angeles CA,San Fernando Valley CCD, ,2371
3727,6037,Los Angeles CA,Los Angeles CCD,"Los Angeles city, CA",62400
3727,6037,Los Angeles CA,Los Angeles CCD, ,11
3727,6037,Los Angeles CA,San Fernando Valley CCD,"Los Angeles city, CA",88857
3727,6037,Los Angeles CA,San Fernando Valley CCD, ,0
3728,6037,Los Angeles CA,Los Angeles CCD,"Los Angeles city, CA",12775
3728,6037,Los Angeles CA,Santa Monica CCD,"Santa Monica city, CA",89736
3728,6037,Los Angeles CA,Santa Monica CCD, ,0
3729,6037,Los Angeles CA,Los Angeles CCD,"Los Angeles city, CA",195061
3729,6037,Los Angeles CA,Los Angeles CCD, ,702
3730,6037,Los Angeles CA,Los Angeles CCD,"Los Angeles city, CA",164373
3730,6037,Los Angeles CA,Los Angeles CCD, ,3
3731,6037,Los Angeles CA,Los Angeles CCD,"Beverly Hills city, CA",34109
3731,6037,Los Angeles CA,Los Angeles CCD,"Los Angeles city, CA",39891
3731,6037,Los Angeles CA,Los Angeles CCD,"West Hollywood city, CA",34399
3732,6037,Los Angeles CA,Los Angeles CCD,"Los Angeles city, CA",176714
3733,6037,Los Angeles CA,Los Angeles CCD,"Los Angeles city, CA",112679
3734,6037,Los Angeles CA,Los Angeles CCD,"Los Angeles city, CA",195576
3735,6037,Los Angeles CA,Los Angeles CCD,"Los Angeles city, CA",193761
3735,6037,Los Angeles CA,Pasadena CCD,"South Pasadena city, CA",3
3736,6037,Los Angeles CA,Los Angeles CCD,"Los Angeles city, CA",6032
3736,6037,Los Angeles CA,Pasadena CCD,"Pasadena city, CA",0
3736,6037,Los Angeles CA,Pasadena CCD,"South Pasadena city, CA",25616
3736,6037,Los Angeles CA,Southwest San Gabriel Valley CCD,"Alhambra city, CA",83089
3736,6037,Los Angeles CA,Southwest San Gabriel Valley CCD,"San Gabriel city, CA",0
3737,6037,Los Angeles CA,South Gate-East Los Angeles CCD,"East Los Angeles CDP, CA",2008
3737,6037,Los Angeles CA,South Gate-East Los Angeles CCD,"Monterey Park city, CA",1675
3737,6037,Los Angeles CA,Southwest San Gabriel Valley CCD,"Monterey Park city, CA",58594
3737,6037,Los Angeles CA,Southwest San Gabriel Valley CCD,"Rosemead city, CA",53299
3737,6037,Los Angeles CA,Southwest San Gabriel Valley CCD,"San Gabriel city, CA",5162
3737,6037,Los Angeles CA,Southwest San Gabriel Valley CCD,"South San Gabriel CDP, CA",7122
3737,6037,Los Angeles CA,Southwest San Gabriel Valley CCD, ,501
3737,6037,Los Angeles CA,Upper San Gabriel Valley CCD,"El Monte city, CA",87
3738,6037,Los Angeles CA,Upper San Gabriel Valley CCD,"Arcadia city, CA",16
3738,6037,Los Angeles CA,Upper San Gabriel Valley CCD,"El Monte city, CA",112225
3738,6037,Los Angeles CA,Upper San Gabriel Valley CCD,"Industry city, CA",0
3738,6037,Los Angeles CA,Upper San Gabriel Valley CCD,"Pico Rivera city, CA",0
3738,6037,Los Angeles CA,Upper San Gabriel Valley CCD,"South El Monte city, CA",18607
3738,6037,Los Angeles CA,Upper San Gabriel Valley CCD,"Whittier city, CA",0
3738,6037,Los Angeles CA,Upper San Gabriel Valley CCD, ,553
3739,6037,Los Angeles CA,East San Gabriel Valley CCD,"Avocado Heights CDP, CA",0
3739,6037,Los Angeles CA,East San Gabriel Valley CCD,"Hacienda Heights CDP, CA",53568
3739,6037,Los Angeles CA,East San Gabriel Valley CCD,"Industry city, CA",0
3739,6037,Los Angeles CA,East San Gabriel Valley CCD,"La Habra Heights city, CA",0
3739,6037,Los Angeles CA,East San Gabriel Valley CCD,"Whittier city, CA",0
3739,6037,Los Angeles CA,East San Gabriel Valley CCD, ,0
3739,6037,Los Angeles CA,Whittier CCD,"Hacienda Heights CDP, CA",436
3739,6037,Los Angeles CA,Whittier CCD,"Industry city, CA",1
3739,6037,Los Angeles CA,Whittier CCD,"La Habra Heights city, CA",2177
3739,6037,Los Angeles CA,Whittier CCD,"Pico Rivera city, CA",10
3739,6037,Los Angeles CA,Whittier CCD,"Rose Hills CDP, CA",2803
3739,6037,Los Angeles CA,Whittier CCD,"Santa Fe Springs city, CA",41
3739,6037,Los Angeles CA,Whittier CCD,"West Whittier-Los Nietos CDP, CA",23624
3739,6037,Los Angeles CA,Whittier CCD,"Whittier city, CA",82647
3739,6037,Los Angeles CA,Whittier CCD, ,1176
3740,6037,Los Angeles CA,Southwest San Gabriel Valley CCD,"East Los Angeles CDP, CA",536
3740,6037,Los Angeles CA,Southwest San Gabriel Valley CCD,"Montebello city, CA",62445
3740,6037,Los Angeles CA,Southwest San Gabriel Valley CCD,"Rosemead city, CA",465
3740,6037,Los Angeles CA,Southwest San Gabriel Valley CCD,"South San Gabriel CDP, CA",948
3740,6037,Los Angeles CA,Southwest San Gabriel Valley CCD, ,0
3740,6037,Los Angeles CA,Whittier CCD,"Pico Rivera city, CA",62932
3740,6037,Los Angeles CA,Whittier CCD, ,1302
3741,6037,Los Angeles CA,South Gate-East Los Angeles CCD,"Bell city, CA",35477
3741,6037,Los Angeles CA,South Gate-East Los Angeles CCD,"Bell Gardens city, CA",42072
3741,6037,Los Angeles CA,South Gate-East Los Angeles CCD,"Commerce city, CA",12823
3741,6037,Los Angeles CA,South Gate-East Los Angeles CCD,"Cudahy city, CA",23805
